VehicleKey,VehicleID,Make,Model,Year,FuelType,Transmission,Engine,NumberOfDoors,Drivetrain,MaxPower,Price
6944,Dodge_Monaco_1992,Dodge,Monaco,1992,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,150,2000
6946,Pontiac_Montana SV6_2006,Pontiac,Montana SV6,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,201,24250
6948,Pontiac_Montana_2003,Pontiac,Montana,2003,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,185,26140
6955,Pontiac_Montana_2004,Pontiac,Montana,2004,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,185,23335
6959,Pontiac_Montana_2005,Pontiac,Montana,2005,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,200,30210
6965,Chevrolet_Monte Carlo_2005,Chevrolet,Monte Carlo,2005,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,180,22280
6968,Chevrolet_Monte Carlo_2006,Chevrolet,Monte Carlo,2006,regular unleaded,AUTOMATIC,6-cylinder,2,front wheel drive,242,24930
6973,Chevrolet_Monte Carlo_2007,Chevrolet,Monte Carlo,2007,regular unleaded,AUTOMATIC,8-cylinder,2,front wheel drive,303,27740
6976,Mitsubishi_Montero Sport_2002,Mitsubishi,Montero Sport,2002,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,197,27607
6984,Mitsubishi_Montero Sport_2003,Mitsubishi,Montero Sport,2003,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,165,27777
6992,Mitsubishi_Montero Sport_2004,Mitsubishi,Montero Sport,2004,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,197,26199
6996,Mitsubishi_Montero_2004,Mitsubishi,Montero,2004,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,215,34999
6997,Mitsubishi_Montero_2005,Mitsubishi,Montero,2005,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,215,35799
6998,Mitsubishi_Montero_2006,Mitsubishi,Montero,2006,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,215,36159
6999,McLaren_MP4-12C_2012,McLaren,MP4-12C,2012,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,592,229000
7000,McLaren_MP4-12C_2013,McLaren,MP4-12C,2013,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,2,rear wheel drive,616,239400
7001,Mazda_MPV_2004,Mazda,MPV,2004,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,28460
7003,Mazda_MPV_2005,Mazda,MPV,2005,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,28515
7006,Mazda_MPV_2006,Mazda,MPV,2006,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,28515
7009,Toyota_MR2 Spyder_2003,Toyota,MR2 Spyder,2003,premium unleaded (required),AUTOMATED_MANUAL,4-cylinder,2,rear wheel drive,138,25645
7011,Toyota_MR2 Spyder_2004,Toyota,MR2 Spyder,2004,regular unleaded,AUTOMATED_MANUAL,4-cylinder,2,rear wheel drive,138,25895
7013,Toyota_MR2 Spyder_2005,Toyota,MR2 Spyder,2005,regular unleaded,AUTOMATED_MANUAL,4-cylinder,2,rear wheel drive,138,26145
7015,Toyota_MR2_1993,Toyota,MR2,1993,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,135,2000
7017,Toyota_MR2_1994,Toyota,MR2,1994,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,200,2254
7019,Toyota_MR2_1995,Toyota,MR2,1995,regular unleaded,MANUAL,4-cylinder,2,rear wheel drive,135,2038
7021,Bentley_Mulsanne_2014,Bentley,Mulsanne,2014,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,505,298900
7022,Bentley_Mulsanne_2015,Bentley,Mulsanne,2015,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,505,303700
7023,Bentley_Mulsanne_2016,Bentley,Mulsanne,2016,premium unleaded (required),AUTOMATIC,8-cylinder,4,rear wheel drive,505,303700
7025,Nissan_Murano CrossCabriolet_2012,Nissan,Murano CrossCabriolet,2012,premium unleaded (recommended),AUTOMATIC,6-cylinder,2,all wheel drive,265,44540
7026,Nissan_Murano CrossCabriolet_2013,Nissan,Murano CrossCabriolet,2013,premium unleaded (recommended),AUTOMATIC,6-cylinder,2,all wheel drive,265,44540
7027,Nissan_Murano CrossCabriolet_2014,Nissan,Murano CrossCabriolet,2014,premium unleaded (recommended),AUTOMATIC,6-cylinder,2,all wheel drive,265,41995
7028,Nissan_Murano_2015,Nissan,Murano,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,260,39000
7036,Nissan_Murano_2016,Nissan,Murano,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,260,34400
7048,Nissan_Murano_2017,Nissan,Murano,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,260,29740
7056,Lamborghini_Murcielago_2008,Lamborghini,Murcielago,2008,premium unleaded (required),MANUAL,12-cylinder,2,all wheel drive,632,336400
7060,Lamborghini_Murcielago_2009,Lamborghini,Murcielago,2009,premium unleaded (required),MANUAL,12-cylinder,2,all wheel drive,631,382400
7064,Lamborghini_Murcielago_2010,Lamborghini,Murcielago,2010,premium unleaded (required),AUTOMATED_MANUAL,12-cylinder,2,all wheel drive,670,450000
7065,Ford_Mustang SVT Cobra_1997,Ford,Mustang SVT Cobra,1997,regular unleaded,MANUAL,8-cylinder,2,rear wheel drive,305,3550
7067,Ford_Mustang SVT Cobra_1998,Ford,Mustang SVT Cobra,1998,regular unleaded,MANUAL,8-cylinder,2,rear wheel drive,305,3654
7069,Ford_Mustang SVT Cobra_1999,Ford,Mustang SVT Cobra,1999,regular unleaded,MANUAL,8-cylinder,2,rear wheel drive,320,4584
7071,Ford_Mustang_2015,Ford,Mustang,2015,premium unleaded (recommended),MANUAL,8-cylinder,2,rear wheel drive,435,41800
7080,Ford_Mustang_2016,Ford,Mustang,2016,premium unleaded (recommended),MANUAL,8-cylinder,2,rear wheel drive,435,36395
7088,Ford_Mustang_2017,Ford,Mustang,2017,premium unleaded (recommended),MANUAL,4-cylinder,2,rear wheel drive,310,25645
7095,Mazda_MX-3_1993,Mazda,MX-3,1993,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,130,2000
7098,Mazda_MX-3_1994,Mazda,MX-3,1994,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,130,2000
7100,Mazda_MX-3_1995,Mazda,MX-3,1995,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,88,2000
7101,Mazda_MX-5 Miata_2014,Mazda,MX-5 Miata,2014,premium unleaded (recommended),AUTOMATIC,4-cylinder,2,rear wheel drive,158,27505
7111,Mazda_MX-5 Miata_2015,Mazda,MX-5 Miata,2015,premium unleaded (recommended),AUTOMATIC,4-cylinder,2,rear wheel drive,158,28650
7123,Mazda_MX-5 Miata_2016,Mazda,MX-5 Miata,2016,premium unleaded (recommended),MANUAL,4-cylinder,2,rear wheel drive,155,28600
7129,Mazda_MX-6_1995,Mazda,MX-6,1995,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,164,2000
7131,Mazda_MX-6_1996,Mazda,MX-6,1996,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,164,2000
7134,Mazda_MX-6_1997,Mazda,MX-6,1997,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,164,2000
7136,Mazda_Navajo_1992,Mazda,Navajo,1992,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,155,2000
7140,Mazda_Navajo_1993,Mazda,Navajo,1993,regular unleaded,MANUAL,6-cylinder,2,four wheel drive,160,2000
7144,Mazda_Navajo_1994,Mazda,Navajo,1994,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,160,2000
7148,Lincoln_Navigator_2015,Lincoln,Navigator,2015,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,365,65055
7152,Lincoln_Navigator_2016,Lincoln,Navigator,2016,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,380,63195
7160,Lincoln_Navigator_2017,Lincoln,Navigator,2017,regular unleaded,AUTOMATIC,6-cylinder,4,rear wheel drive,380,65560
7168,Dodge_Neon_2003,Dodge,Neon,2003,premium unleaded (required),MANUAL,4-cylinder,4,front wheel drive,215,19450
7172,Dodge_Neon_2004,Dodge,Neon,2004,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,132,14315
7178,Dodge_Neon_2005,Dodge,Neon,2005,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,132,16110
7181,Plymouth_Neon_1999,Plymouth,Neon,1999,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,132,2000
7187,Plymouth_Neon_2000,Plymouth,Neon,2000,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,132,2000
7189,Plymouth_Neon_2001,Plymouth,Neon,2001,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,132,12715
7190,Volkswagen_New Beetle_2008,Volkswagen,New Beetle,2008,regular unleaded,AUTOMATIC,5-cylinder,2,front wheel drive,150,20990
7206,Volkswagen_New Beetle_2009,Volkswagen,New Beetle,2009,regular unleaded,AUTOMATIC,5-cylinder,2,front wheel drive,150,25990
7214,Volkswagen_New Beetle_2010,Volkswagen,New Beetle,2010,regular unleaded,MANUAL,5-cylinder,2,front wheel drive,150,18690
7226,Chrysler_New Yorker_1994,Chrysler,New Yorker,1994,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,214,2000
7227,Chrysler_New Yorker_1995,Chrysler,New Yorker,1995,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,214,2000
7228,Chrysler_New Yorker_1996,Chrysler,New Yorker,1996,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,214,2000
7229,Oldsmobile_Ninety-Eight_1994,Oldsmobile,Ninety-Eight,1994,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,170,2000
7233,Oldsmobile_Ninety-Eight_1995,Oldsmobile,Ninety-Eight,1995,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,2000
7235,Oldsmobile_Ninety-Eight_1996,Oldsmobile,Ninety-Eight,1996,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,205,2000
7236,Dodge_Nitro_2009,Dodge,Nitro,2009,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,210,26220
7240,Dodge_Nitro_2010,Dodge,Nitro,2010,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,210,23250
7250,Dodge_Nitro_2011,Dodge,Nitro,2011,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,260,28995
7260,Acura_NSX_2004,Acura,NSX,2004,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,290,89000
7262,Acura_NSX_2005,Acura,NSX,2005,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,290,89000
7264,Acura_NSX_2017,Acura,NSX,2017,premium unleaded (required),AUTOMATED_MANUAL,6-cylinder,2,all wheel drive,573,156000
7265,Nissan_NV200_2015,Nissan,NV200,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,131,21710
7267,Nissan_NV200_2016,Nissan,NV200,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,131,21760
7269,Nissan_NV200_2017,Nissan,NV200,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,131,22230
7271,Lexus_NX 200t_2015,Lexus,NX 200t,2015,premium unleaded (required),AUTOMATIC,4-cylinder,4,all wheel drive,235,35880
7275,Lexus_NX 200t_2016,Lexus,NX 200t,2016,premium unleaded (required),AUTOMATIC,4-cylinder,4,front wheel drive,235,34965
7279,Lexus_NX 200t_2017,Lexus,NX 200t,2017,premium unleaded (required),AUTOMATIC,4-cylinder,4,all wheel drive,235,38585
7283,Lexus_NX 300h_2015,Lexus,NX 300h,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,194,39720
7285,Lexus_NX 300h_2016,Lexus,NX 300h,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,194,41310
7287,Lexus_NX 300h_2017,Lexus,NX 300h,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,194,39720
7288,Nissan_NX_1991,Nissan,NX,1991,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,140,2000
7290,Nissan_NX_1992,Nissan,NX,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,110,2000
7292,Nissan_NX_1993,Nissan,NX,1993,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,140,2000
7294,Honda_Odyssey_2015,Honda,Odyssey,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,248,37775
7301,Honda_Odyssey_2016,Honda,Odyssey,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,248,37650
7309,Dodge_Omni_1990,Dodge,Omni,1990,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,93,2000
7310,Kia_Optima Hybrid_2015,Kia,Optima Hybrid,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,199,32150
7312,Kia_Optima Hybrid_2016,Kia,Optima Hybrid,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,199,32195
7314,Kia_Optima Hybrid_2017,Kia,Optima Hybrid,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,192,25995
7316,Kia_Optima_2014,Kia,Optima,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,199,25995
7323,Kia_Optima_2015,Kia,Optima,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,192,25790
7328,Kia_Optima_2016,Kia,Optima,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,245,29940
7333,Subaru_Outback_2015,Subaru,Outback,2015,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,175,30295
7340,Subaru_Outback_2016,Subaru,Outback,2016,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,175,30695
7347,Subaru_Outback_2017,Subaru,Outback,2017,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,175,35995
7353,Mitsubishi_Outlander Sport_2015,Mitsubishi,Outlander Sport,2015,regular unleaded,AUTOMATIC,4-cylinder,4,four wheel drive,148,22195
7362,Mitsubishi_Outlander Sport_2016,Mitsubishi,Outlander Sport,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,168,23995
7373,Mitsubishi_Outlander Sport_2017,Mitsubishi,Outlander Sport,2017,regular unleaded,AUTOMATIC,4-cylinder,4,four wheel drive,168,24195
7381,Mitsubishi_Outlander_2015,Mitsubishi,Outlander,2015,regular unleaded,AUTOMATIC,4-cylinder,4,all wheel drive,166,26195
7385,Mitsubishi_Outlander_2016,Mitsubishi,Outlander,2016,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,224,30995
7392,Mitsubishi_Outlander_2017,Mitsubishi,Outlander,2017,premium unleaded (recommended),AUTOMATIC,6-cylinder,4,all wheel drive,224,31695
7399,Chrysler_Pacifica_2007,Chrysler,Pacifica,2007,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,200,24460
7405,Chrysler_Pacifica_2008,Chrysler,Pacifica,2008,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,253,30310
7411,Chrysler_Pacifica_2017,Chrysler,Pacifica,2017,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,287,42495
7416,Porsche_Panamera_2015,Porsche,Panamera,2015,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,all wheel drive,570,200500
7426,Porsche_Panamera_2016,Porsche,Panamera,2016,premium unleaded (required),AUTOMATED_MANUAL,8-cylinder,4,all wheel drive,520,161100
7438,Buick_Park Avenue_2003,Buick,Park Avenue,2003,premium unleaded (required),AUTOMATIC,6-cylinder,4,front wheel drive,240,39725
7440,Buick_Park Avenue_2004,Buick,Park Avenue,2004,premium unleaded (required),AUTOMATIC,6-cylinder,4,front wheel drive,240,40425
7442,Buick_Park Avenue_2005,Buick,Park Avenue,2005,premium unleaded (required),AUTOMATIC,6-cylinder,4,front wheel drive,240,40730
7444,Rolls-Royce_Park Ward_2001,Rolls-Royce,Park Ward,2001,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,322,259900
7445,Rolls-Royce_Park Ward_2002,Rolls-Royce,Park Ward,2002,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,322,262990
7446,Toyota_Paseo_1995,Toyota,Paseo,1995,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,100,2000
7447,Toyota_Paseo_1996,Toyota,Paseo,1996,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2000
7448,Toyota_Paseo_1997,Toyota,Paseo,1997,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,93,2000
7450,Volkswagen_Passat_2015,Volkswagen,Passat,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,170,26280
7473,Volkswagen_Passat_2016,Volkswagen,Passat,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,170,26280
7488,Volkswagen_Passat_2017,Volkswagen,Passat,2017,premium unleaded (required),AUTOMATED_MANUAL,6-cylinder,4,front wheel drive,280,29295
7495,Honda_Passport_2000,Honda,Passport,2000,regular unleaded,MANUAL,6-cylinder,4,rear wheel drive,205,2452
7499,Honda_Passport_2001,Honda,Passport,2001,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,205,30500
7507,Honda_Passport_2002,Honda,Passport,2002,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,205,30900
7515,Nissan_Pathfinder_2015,Nissan,Pathfinder,2015,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,260,29510
7527,Nissan_Pathfinder_2016,Nissan,Pathfinder,2016,regular unleaded,AUTOMATIC,6-cylinder,4,front wheel drive,260,33150
7535,Nissan_Pathfinder_2017,Nissan,Pathfinder,2017,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,284,37790
7543,Volkswagen_Phaeton_2004,Volkswagen,Phaeton,2004,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,all wheel drive,335,64600
7546,Volkswagen_Phaeton_2005,Volkswagen,Phaeton,2005,premium unleaded (recommended),AUTOMATIC,8-cylinder,4,all wheel drive,335,66950
7550,Volkswagen_Phaeton_2006,Volkswagen,Phaeton,2006,premium unleaded (required),AUTOMATIC,12-cylinder,4,all wheel drive,444,101300
7554,Rolls-Royce_Phantom Coupe_2014,Rolls-Royce,Phantom Coupe,2014,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,453,433550
7555,Rolls-Royce_Phantom Coupe_2015,Rolls-Royce,Phantom Coupe,2015,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,453,438325
7556,Rolls-Royce_Phantom Coupe_2016,Rolls-Royce,Phantom Coupe,2016,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,453,449525
7557,Rolls-Royce_Phantom Drophead Coupe_2014,Rolls-Royce,Phantom Drophead Coupe,2014,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,453,474600
7558,Rolls-Royce_Phantom Drophead Coupe_2015,Rolls-Royce,Phantom Drophead Coupe,2015,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,453,479775
7559,Rolls-Royce_Phantom Drophead Coupe_2016,Rolls-Royce,Phantom Drophead Coupe,2016,premium unleaded (required),AUTOMATIC,12-cylinder,2,rear wheel drive,453,492000
7560,Rolls-Royce_Phantom_2014,Rolls-Royce,Phantom,2014,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,453,402940
7562,Rolls-Royce_Phantom_2015,Rolls-Royce,Phantom,2015,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,453,407400
7564,Rolls-Royce_Phantom_2016,Rolls-Royce,Phantom,2016,premium unleaded (required),AUTOMATIC,12-cylinder,4,rear wheel drive,453,417825
7566,Toyota_Pickup_1993,Toyota,Pickup,1993,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,150,2047
7572,Toyota_Pickup_1994,Toyota,Pickup,1994,regular unleaded,MANUAL,4-cylinder,2,four wheel drive,116,2293
7582,Toyota_Pickup_1995,Toyota,Pickup,1995,regular unleaded,MANUAL,6-cylinder,2,rear wheel drive,150,2311
7592,Honda_Pilot_2015,Honda,Pilot,2015,regular unleaded,AUTOMATIC,6-cylinder,4,four wheel drive,250,33720
7606,Honda_Pilot_2016,Honda,Pilot,2016,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,280,39455
7623,Honda_Pilot_2017,Honda,Pilot,2017,regular unleaded,AUTOMATIC,6-cylinder,4,all wheel drive,280,39255
7640,Mitsubishi_Precis_1992,Mitsubishi,Precis,1992,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,81,2000
7641,Honda_Prelude_1999,Honda,Prelude,1999,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,200,3065
7643,Honda_Prelude_2000,Honda,Prelude,2000,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,200,3843
7645,Honda_Prelude_2001,Honda,Prelude,2001,premium unleaded (required),MANUAL,4-cylinder,2,front wheel drive,200,26100
7648,Toyota_Previa_1995,Toyota,Previa,1995,regular unleaded,AUTOMATIC,4-cylinder,3,rear wheel drive,138,2000
7656,Toyota_Previa_1996,Toyota,Previa,1996,regular unleaded,AUTOMATIC,4-cylinder,3,rear wheel drive,161,2064
7660,Toyota_Previa_1997,Toyota,Previa,1997,regular unleaded,AUTOMATIC,4-cylinder,3,all wheel drive,161,2388
7664,Toyota_Prius c_2014,Toyota,Prius c,2014,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,99,20030
7668,Toyota_Prius c_2015,Toyota,Prius c,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,99,20340
7672,Toyota_Prius c_2016,Toyota,Prius c,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,99,20360
7677,Toyota_Prius Prime_2017,Toyota,Prius Prime,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,121,27100
7680,Toyota_Prius v_2015,Toyota,Prius v,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,134,26675
7684,Toyota_Prius v_2016,Toyota,Prius v,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,134,26675
7688,Toyota_Prius v_2017,Toyota,Prius v,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,134,26675
7692,Toyota_Prius_2015,Toyota,Prius,2015,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,134,25765
7698,Toyota_Prius_2016,Toyota,Prius,2016,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,121,24200
7704,Toyota_Prius_2017,Toyota,Prius,2017,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,121,28115
7710,Chevrolet_Prizm_2000,Chevrolet,Prizm,2000,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,125,2130
7712,Chevrolet_Prizm_2001,Chevrolet,Prizm,2001,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,125,14155
7714,Chevrolet_Prizm_2002,Chevrolet,Prizm,2002,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,125,14330
7716,Ford_Probe_1995,Ford,Probe,1995,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,118,2000
7719,Ford_Probe_1996,Ford,Probe,1996,regular unleaded,MANUAL,6-cylinder,2,front wheel drive,164,2000
7722,Ford_Probe_1997,Ford,Probe,1997,regular unleaded,MANUAL,4-cylinder,2,front wheel drive,118,2000
7724,Mazda_Protege5_2002,Mazda,Protege5,2002,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,16455
7725,Mazda_Protege5_2003,Mazda,Protege5,2003,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,16895
7726,Mazda_Protege_2001,Mazda,Protege,2001,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,13885
7731,Mazda_Protege_2002,Mazda,Protege,2002,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,15700
7734,Mazda_Protege_2003,Mazda,Protege,2003,regular unleaded,MANUAL,4-cylinder,4,front wheel drive,130,16140
7737,Chrysler_Prowler_2001,Chrysler,Prowler,2001,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,253,44625
7738,Chrysler_Prowler_2002,Chrysler,Prowler,2002,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,253,44625
7739,Plymouth_Prowler_1999,Plymouth,Prowler,1999,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,253,20105
7740,Plymouth_Prowler_2000,Plymouth,Prowler,2000,regular unleaded,AUTOMATIC,6-cylinder,2,rear wheel drive,253,20901
7741,Plymouth_Prowler_2001,Plymouth,Prowler,2001,premium unleaded (required),AUTOMATIC,6-cylinder,2,rear wheel drive,253,44625
7742,Chrysler_PT Cruiser_2008,Chrysler,PT Cruiser,2008,regular unleaded,AUTOMATIC,4-cylinder,4,front wheel drive,150,19785
